id;class;avg;sentence;particle;verb;all;objcase;objanimacy;objabs;subjcase;subjabs;nounsabs;subjanimacy;casegovernment
276;literal;1;'mina sööma parajasti lõuna kui tormama sisse mees kena tütarlaps selline kes tänav vaatama pikalt järele';järele;vaatama;3,6;noobj;0;0;nosubj;0;7,08;0;all
278;literal;1,33;'auto vaatama järele rohkem inimene kui mistahes mersu või bemar';järele;vaatama;4,8;noobj;0;0;part;6,18;7,89;yes;all
279;literal;1,33;'mina ei teadma kas mina vaatama järele';järele;vaatama;1,87;noobj;0;0;nosubj;0;0;0;all
285;literal;1;'paar aasta eest vahtima tänav viipleja järele nüüd olema normaalne';järele;vahtima;3,28;noobj;0;0;nosubj;0;5,69;0;all
286;literal;1;'antimoodne noor olema sedavõrd edev et lausa ootama et tema tänav järele vahtima';järele;vahtima;2,48;noobj;0;0;nom;4,28;6,05;yes;all
287;literal;1;'see et neeger sõbralik itsitama järele vahtima ei võima järeldama mis saama küüme aasta pärast';järele;vahtima;2,99;noobj;0;0;nosubj;0;5,24;yes;all
288;literal;1;'hooldaja jääma küsija nõutult järele vahtima';järele;vahtima;3,37;noobj;0;0;nom;6,32;5,59;yes;all
293;literal;1;'kui väike arno tänav auto nägi vahtima tema see kaua järele';järele;vahtima;3,57;noobj;0;0;nom;3,27;7,2;yes;all
301;literal;1,33;'kui tema see nolk nägema kiskuma tema ise riie lahti ja kirjutama joonelt nolk järele';järele;kihutama;3,77;noobj;0;0;nom;3,27;5,25;yes;all
302;literal;1,33;'Anne mees Paul andma aga hobune piits ja postiljonipaar kihutama kurjategija järele';järele;kihutama;4,41;noobj;0;0;nom;0;6,04;yes;all
303;literal;1,33;'vihane naine kihutama mehele järele üritama tema otsa sõitma';järele;kihutama;4,44;noobj;0;0;nom;7,5;7,4;yes;all
304;literal;1,33;'hakkama vihane rikkuja järele kihutama et tema rusikas vibutama';järele;kihutama;3,76;noobj;0;0;nosubj;0;6,19;0;all
306;literal;2;'kuller kihutama tulevik järele kas olema romantiline';järele;kihutama;2,95;noobj;0;0;nom;6,99;6,99;yes;all
307;literal;1,33;'ärandaja auto järele kihutama politseinik ei saama kitsas kruusatee paks tolm tõttu buss mööduma';järele;kihutama;5,21;noobj;0;0;nom;7,8;8,21;yes;all
316;non-literal;3,67;'otse loomulikult olema kõik sina laul väga mõnna kiitma teine fänn esimene järele';järele;kiitma;2,97;noobj;0;0;nom;7,2;7,46;yes;all
317;non-literal;3,67;'sots olema ikka täitsa segi minema õudne kiitma tema järele parts';järele;kiitma;2,97;noobj;0;0;nom;5,27;4,4;yes;all
318;non-literal;3,67;"'tema kiitma järele sõbranna siin olema parem elama kui kuskil mujal""'";järele;kiitma;2,68;noobj;0;0;nom;7,82;7,82;yes;all
501;non-literal;4;'õige nahk levitama spetsiifiline aroom mis jääma ka riie hästi külge ja püsima seal päev';külge;jääma;3,3;noobj;0;0;nom;1,14;6,9;yes;all
504;non-literal;4,33;'see komme olema tema külge jääma tormiline noorusaasta';külge;jääma;2,11;noobj;0;0;nom;1,04;1,43;no;all
505;non-literal;4,33;'dvigatel töötamine päev jääma pavel külge ilueedi hüüdnimi';külge;jääma;4,67;noobj;0;0;nom;3,72;5,3;yes;all
506;non-literal;4,33;'hiljem lükkama see väide küll ümber ent plekk jääma stockholm ikkagi külge';külge;jääma;2,63;noobj;0;0;nom;6,51;4,5;no;all
507;non-literal;4,33;'artikkel jääma relvatehing isa külge hüüdnimi papa apa';külge;jääma;4,96;noobj;0;0;nom;3,72;5,28;no;all
535;non-literal;3,67;'vanem ei pääsema tema enam ligi';ligi;pääsema;2,89;noobj;0;0;nom;5,39;5,39;yes;all
537;non-literal;3,67;'film olema xx century fox all lavastama baz luhrmann kes soov paistma olema ligi pääsema teismeline põlvkond';ligi;pääsema;3,34;noobj;0;0;nosubj;0;4,02;0;all
690;literal;0;'tüdruk tõmbama tema põrand maha otse kamin äärde';maha;tõmbama;5,43;gen;yes;3,27;nom;7,36;8,14;yes;all
822;non-literal;4,33;'eelarve tegemine panema summa veel kümme protsent otsa';otsa;panema;3,44;nom;no;2,9;nom;3,02;3,27;yes;all
823;literal;0,67;'kui tema isu täis hakkama saama võima tema vahukoor otsa panema';otsa;panema;2,93;part;no;8,46;nosubj;0;4,48;0;all
827;non-literal;3;'90s keskpaik panema apteek ravim otsa keskmine 35protsendine juurdehindlus';otsa;panema;4,15;gen;no;3,62;nom;7;5,54;no;all
849;literal;0,67;'samas langema üks turvamees tema peale ja püüdma vastuvisklev keha fikseerima';peale;langema;3,51;noobj;0;0;nom;7,6;7,96;yes;all
850;literal;1,33;'materjal olema ju väga tore ja kui sinna veel valgus ka peale langema eri aeg erinev vari';peale;langema;2,77;noobj;0;0;nom;7,11;5,78;no;all
851;literal;0,33;'see olema vettinud ja raske laperdama ja langema sina peale';peale;langema;2,54;noobj;0;0;nom;2,13;0;no;all
852;literal;0,67;'ent ka tänane illuminatsioon-peterburi lubama käputäis äärmus majesteetlik mööduja peale langema ähvardav arhitektuur muusika rütm purskuv pargifontään ning kolmetärnihotell ringiputkav hiirepoeg';peale;langema;3,92;noobj;0;0;nosubj;0;6,31;0;all
854;non-literal;3,33;'näide tegema üks plastmass mudel mis käima ka kaas peale';peale;käima;4,37;noobj;0;0;nom;8,27;6,23;no;all
856;non-literal;5;'perenaine anu-maie jõgi olema töine puhkuseveetmine võimalus pakkuma juba kümme aasta samas kellelegi töö peale ei käima ja talgud ei korraldama';peale;käima;3,7;noobj;0;0;nosubj;0;5,15;0;all
857;non-literal;5;'samas ei käima vanem pärast poeg surm ainuke laps jääma ruth peale tüdruk pidama ise teadma mis tegema';peale;käima;3,22;noobj;0;0;nom;5,39;6,4;yes;all
920;literal;0,33;'õudus mõtlema et kas mina ka see kuskile sisse olema torkama';sisse;torkama;2,44;part;no;2,13;nom;1,91;1,85;yes;all
922;literal;0,33;'võtma tasku endatehtud suitsupits ilmatu jäme torkama suits sinna otsapidi sisse ja hakkama tikk põlema krapsima';sisse;torkama;5,17;gen;no;7,44;nom;3,27;7,77;yes;all
956;literal;2;'uus investor arvama et nüüd minema jälle sama tase tagasi';tagasi;minema;2,52;noobj;0;0;nosubj;0;4,24;0;all
1044;non-literal;3,67;'poolfinaal hakkama lase sitkelt vastu juhtima 2:0 laskma vastane järgi ise viies geim suutma andma uus lahing';vastu;hakkama;3,27;noobj;0;0;nosubj;0;4,8;0;all
1046;non-literal;4,33;'mina keskealine hakkama nagu natuke vastu ja kole kah';vastu;hakkama;2,25;noobj;0;0;nosubj;0;0;0;all
1047;non-literal;4;'olema tuttav moodne filosoofiline mõte hakkama kundera mäng suur idee mina vastu';vastu;hakkama;2,17;noobj;0;0;nom;3,98;3;yes;all
1048;non-literal;3,67;'üks mees ei julgema tema vastu hakkama või kallale kippuma';vastu;hakkama;3,52;noobj;0;0;nom;7,31;7,31;yes;all
1049;non-literal;4,33;'udo hakkama vastu kõik mis olema vastuolu terve mõistus';vastu;hakkama;2,16;noobj;0;0;nom;2,09;3,5;no;all
1050;non-literal;4,33;'pealegi kes võima vastu hakkama maaliline viinamarjaväli näitamine teleekraan';vastu;hakkama;3,15;noobj;0;0;nom;3,88;6,28;no;all
1051;non-literal;3,67;'horibe hakkama samuti surm vastu see et loobuma otsustavalt enesetapp';vastu;hakkama;2,08;noobj;0;0;nom;2,08;3,44;yes;all
1053;non-literal;3,67;'teiseks kes mina oma nõrkus mõtlema vastu hakkama?';vastu;hakkama;1,6;noobj;0;0;nom;1,91;1,64;yes;all
1054;non-literal;3,67;'mis panema hollandlane serblane klaas kokku lööma tugevam olema mõte vastu hakkama';vastu;hakkama;3,43;noobj;0;0;nosubj;0;5,07;0;all
1056;non-literal;3,67;'nukud-näitleja hakkama oma lavastaja vastu';vastu;hakkama;2,91;noobj;0;0;nom;7,49;7,16;yes;all
1057;non-literal;4,33;'aus müüja selline konkurents vastu panema ei suutma';vastu;panema;2,88;noobj;0;0;nom;7,64;5,54;yes;all
1059;non-literal;4,33;'täiskasvanu olema siiski laps kergem batsill vastu panema';vastu;panema;3,66;noobj;0;0;nosubj;0;6,93;0;all
1060;non-literal;4,33;'iraak panema vastu lääns lennupatrull';vastu;panema;3,34;noobj;0;0;nom;4,31;4,23;yes;all
1061;non-literal;4,33;'mina olema too noormees nagu laps küpsisevaagen ükskord tema ei suutma enam kiusatus vastu panema ja sirutama käsi';vastu;panema;2,83;noobj;0;0;nom;3,27;5,73;yes;all
1062;non-literal;3,67;'mida olema mina vastu panema lääs naine kes saama abordiõigus enamasti 70s';vastu;panema;2,54;part;no;1,14;nosubj;0;4,68;0;all
1063;non-literal;4,33;'toompea panema riigikogu aga venelane piiraja vapralt vastu';vastu;panema;3,34;noobj;0;0;nom;6,51;4,91;yes;all
1064;non-literal;4,33;'kuidas sina valetamine vastu panema';vastu;panema;1,98;noobj;0;0;nom;3,02;1,3;yes;all
1066;non-literal;4,33;'kõik see võima tugev närv naaber veel vastu panema kuid üks tegur katkestama kannatus lõplik';vastu;panema;2,78;noobj;0;0;nom;7,65;4,43;yes;all
1067;non-literal;3,67;'ehak olema väga konkreetne dokument mis pidama vastu panema sama konkreetne alternatiivne idee';vastu;panema;2,53;nom;no;2,78;nosubj;0;5,11;0;all
1068;non-literal;3,67;'tema võima juhi soov saama asfaldineelaja mis vaid vähene kaasliikleja miski vastu panema';vastu;panema;2,5;part;no;1,41;nosubj;0;3,74;yes;all
1077;non-literal;4,67;'on hea et näitus see stereotüüp vastu rääkima';vastu;rääkima;2,28;noobj;0;0;nom;5,64;3,48;no;all
1078;non-literal;3,33;'kui lavastaja kinnitama et ehe suhe kujutamine kunst olema võimalik ilma ehe seks rääkima tema iseenese vastu';vastu;rääkima;3,23;noobj;0;0;nom;3,27;4,78;yes;all
1081;literal;2;'tema juba vastu ei rääkima';vastu;rääkima;2,28;noobj;0;0;nosubj;0;0;0;all
1084;non-literal;3,67;'ka riigiametnik rääkima ise vastu';vastu;rääkima;3,49;noobj;0;0;nom;6,87;6,87;yes;all
1085;non-literal;4,67;'kuna teooria ja praktika rääkima teineteise mõneti vastu siis tekkima küsimus kumb suund järgimine muutma mina edukas';vastu;rääkima;1,82;noobj;0;0;nom;2,01;2,54;no;all
1148;non-literal;4,33;'väljatulek menutükk ja kolm oscar saama film olema küll ajaproov vastu pidama';vastu;pidama;3,18;noobj;0;0;nom;7,22;4,92;no;all
1151;non-literal;4,33;'eesti majandus ei pidama vastu väga kõrge saastemaks';vastu;pidama;2,2;noobj;0;0;nom;2,81;3,38;no;all
1263;non-literal;3,33;'tartlanna eve v elama ihaste linnakorter üürima tema tudeng välja';välja;üürima;5,06;part;no;6,6;nom;3,27;6,04;yes;all
1264;non-literal;3,33;'miks sina ei elama rataskaev tänav korter vaid olema see soome kodanik välja üürima';välja;üürima;4,12;gen;no;2,13;nom;3,02;7,18;yes;all
1470;non-literal;5;'tema tegema praegu järjest karm ära nii et usa välisministeerium ei kobisema';ära;tegema;2,57;noobj;0;0;nosubj;0;5,17;0;all
1471;non-literal;5;'astuma tänav ligi ja paluma aitama mina tegema sakslane ära inglismaa saama ise hakkama';ära;tegema;3,25;noobj;0;0;nom;3,02;7,28;yes;all
1497;non-literal;3,33;'kirjastaja olema üle andma ka 10 aasta tagasi alustatud graham swifti vesi maa eestindus';üle;andma;4,34;nom;no;5,04;nosubj;0;5,78;0;all
1499;non-literal;3,33;'ainuüksi haabersti linnaosa valitsus andma kaitseministeerium üle 1000 korter';üle;andma;5,87;part;no;8,4;nom;3,82;5,87;yes;all
1500;non-literal;3,33;'haldur andma see aktsia maksuvaba firma stock development';üle;andma;3,63;nom;no;6,28;nom;5,37;5,25;yes;all
1501;non-literal;3,33;'ametialane juurdlus materjal andma üle lasnamäe politseijaoskond';üle;andma;4,26;nom;no;6,78;nosubj;0;5,95;0;all
1502;non-literal;3,33;'hiljem andma tõlk märge norralane üle';üle;andma;4,17;nom;no;6,83;nom;6,63;6,47;yes;all
1503;non-literal;3,67;'kriminaalasi uurimine andma üle tallinn majanduspolitsei';üle;andma;3,23;nom;no;2,29;nosubj;0;3,81;0;all
1506;non-literal;3,67;'tänaseks olema see üle andma riik';üle;andma;2,31;nom;no;2,13;nosubj;0;4,99;0;all
1507;non-literal;3,33;'pealtnägija väide andma väike tankija kaup vanem mees üle';üle;andma;4,75;gen;no;7,27;nom;7,85;6,05;yes;all
1508;non-literal;3,33;'taksojuht andma protestiavaldus eile üle tallinn volikogu keskerakondlane liige';üle;andma;4,51;gen;no;2,78;nom;7,58;5,46;yes;all
1693;literal;2;'seal kus number viis buss keerama üles pirita-kose';üles;keerama;4,93;noobj;0;0;nom;8,73;7,97;no;all
1782;non-literal;4,33;'saksamaa ümber asuma inimene vara tagastamine puudutav eelnõu võima valitsusliit püsiv erimeelsus tõttu riigikogu läbi kukkuma';ümber;asuma;3,31;noobj;0;0;nosubj;0;4,38;0;all
1822;literal;1,67;'jooksma kiiresti ladu võtma laia turvakonks vöö ja tõmbama see tema kiiresti ümber';ümber;tõmbama;3,64;gen;no;2,13;nom;1,91;8,01;yes;all
1824;literal;1,33;'kokkukukkumisoht keskmine torn tulema alustus kiirem kord raudvits ümber tõmbama';ümber;tõmbama;3,42;nom;no;0;nosubj;0;4,43;0;all
1825;literal;1;'pärt tõmbama see ise ümber nagu mantel';ümber;tõmbama;3,63;gen;no;2,13;nom;6,03;7,32;yes;all
68;non-literal;3;'too asjaolu omakorda tõukama süvitsi minev loomeinimene kirik eemale';eemale;tõukama;3,44;part;yes;4,2;nom;1,25;4,58;no;el
72;literal;0;'see negatiivne laeng tõukama metall korrapäratult sagiv vaba elektron ise eemale';eemale;tõukama;3,62;part;no;4,2;nom;4,11;5,59;no;el
75;non-literal;3;'kunagi tegema valik kreekakatolik usu kasu tõukama venemaa sajand eemale euroopa';eemale;tõukama;2,46;gen;no;2,91;nom;1,6;2,16;no;el
120;non-literal;5;'tema käest jooksma läbi kõik paber tema kandma ette kõik mis võima olla tähtis';ette;kandma;2,97;noobj;0;0;nosubj;0;9,14;0;el
124;non-literal;5;'komitee kandma oma tegevus kongress ette';ette;kandma;3,88;noobj;0;0;nom;6,66;5,21;yes;el
141;non-literal;3,67;'kui areng olema ette jõudma veel vastuvõtmata seadus siis tulema küsima kus viibima see aeg see kes see kokku kirjutama';ette;jõudma;2,19;noobj;0;0;nom;2,31;2,93;no;el
142;non-literal;3,67;'see suhtes olema läti ja leedu mina ette jõudma sest mõlema olema loovisik garantii puudutav seadus juba olema';ette;jõudma;2,19;noobj;0;0;nom;4,39;3,49;0;el
145;non-literal;3,67;'tartu linnavolikogu keelama sigarett reklaamimine avalik koht eelmine aasta mai jõudma see ette riigikogu tänavu vastu võetud reklaamiseadus';ette;jõudma;3,62;noobj;0;0;nom;3,45;4,93;yes;el
147;non-literal;3,67;'kas klaus viimane päev üldse õnnestuma oma analüüsiv dokument kokku seadma või jõudma sündmus tema ette?';ette;jõudma;3,26;noobj;0;0;nom;2,76;5,38;no;el
150;non-literal;4,67;'olema puu ette tegema et venelane ei saama järgi andma';ette;tegema;2,53;noobj;0;0;nom;1,91;6,22;yes;el
153;non-literal;4,67;'kui putin ja fradkov otsekohe aru ei saama tegema tema kas või lepapuu ette et eesti ei sõlmima venemaa mitte mingisugune piirileping';ette;tegema;2,6;noobj;0;0;nosubj;0;4,03;0;el
158;non-literal;5;'suhkruhaige panema lausa palat pikali maha ja tegema puu ja punane ette kuidas ise süstima ja mis sööma';ette;tegema;3,85;noobj;0;0;nosubj;0;7,82;0;el
275;non-literal;4;'lõpp lõpp võima ju alati internet järele vaatama';järele;vaatama;2,39;noobj;0;0;nosubj;0;3,71;0;el
277;non-literal;4;'arvuti saama kohe järele vaatama kes too ringkond riigikogu pääsema';järele;vaatama;3,35;noobj;0;0;nosubj;0;6,46;0;el
345;literal;2;'poiss rääkima ühikas juba enne nädalavahetus kes mis kodu kaasa tooma ja siis vaaritama pärast koos';kaasa;tooma;3,61;part;no;1,14;nom;1,42;7,03;yes;el
351;literal;2;'keegi ei olema tema teadma varem bentley eesti kiitus kaasa tooma';kaasa;tooma;2,92;part;no;2,96;nom;5,03;4,52;yes;el
373;non-literal;5;'ning pärast see milline reegel sina kinni pidama milline aga rikkuma';kinni;pidama;2,07;noobj;0;0;nom;3,02;2,38;yes;el
380;non-literal;5;'see olema kokkulepe mis kinni ei pidama';kinni;pidama;2,21;noobj;0;0;nosubj;0;1,8;0;el
382;non-literal;5;'teine tarkvara-autor pidama kinni internet esialgne printsiip';kinni;pidama;2,96;noobj;0;0;nom;0;4,42;yes;el
383;non-literal;5;'poiste ainus mure mõni pidama alla 21 aasta vanusepiirang tõsiselt kinni';kinni;pidama;3,23;noobj;0;0;nosubj;0;3,53;0;el
518;non-literal;5;'restoran omanik raiuma kaljukindlalt et tema juurest olema salmonelloos mingi juht lahti pääsema';lahti;pääsema;4,05;noobj;0;0;nom;6,29;6,95;no;el
520;non-literal;4,67;'juuni euroopa nõukogu heaks kiidetud reform siduma toetus lahti toodang maht';lahti;siduma;3,32;nom;no;5,83;nosubj;0;3,56;0;el
523;non-literal;4,67;'seetõttu suurenema surve siduma kroon saksa mark lahti';lahti;siduma;4,43;nom;no;8,3;nosubj;0;6,49;0;el
545;non-literal;4;'järgmine hommik enne suvila sõitu tulema abielupaar pood läbi ja võtma oma tibu kaasa';läbi;tulema;4,25;noobj;0;0;nom;7,11;7,11;yes;el
547;literal;0;'kui mina kreeka lava taga olema seal olema üks aken fänn tulema see läbi';läbi;tulema;4,01;noobj;0;0;nom;7,2;7,98;yes;el
549;literal;0;'see puhul olema oht et sigar ei tulema õhk enam hästi läbi';läbi;tulema;2,58;noobj;0;0;nom;7,31;5,66;yes;el
550;non-literal;4;'ja kohe nõuanne tulema mina aga partei büroo läbi';läbi;tulema;2,6;noobj;0;0;nom;1,91;4,35;yes;el
552;literal;2;'mina olema ise see koht nägema kust läbi tulema';läbi;tulema;2,09;noobj;0;0;nosubj;0;4,85;0;el
557;literal;1;'aga mees seisma ja vaatama mina läbi';läbi;vaatama;3,37;noobj;0;0;nom;7,31;7,31;yes;el
567;non-literal;3;'uus katus tegema insener clausen soome kuid see olema parem katus hakkama läbi laskma uus koht';läbi;laskma;3,93;noobj;0;0;nom;8,31;6,95;no;el
568;literal;1;'kui me palk sealt läbi laskma siis lauamaterjal müüma olema juba palju keerulisem kui palk';läbi;laskma;2,29;gen;no;3,09;nom;1,91;4,72;yes;el
601;non-literal;3;'poliitiline noorus tulema läbi tungima haigus mis teatav iga omane';läbi;tungima;2,32;noobj;0;0;nosubj;0;2,84;0;el
602;literal;0;'iga aasta tungima maa atmosfäär läbi ja plahvatama umbes 30 asteroid';läbi;tungima;4,09;noobj;0;0;nom;7,88;5,32;no;el
603;non-literal;4,33;'tulema ignoreerima pildipealkiri pidurdav jutustuslikkus ning tema otsejoones läbi tungima';läbi;tungima;2,61;noobj;0;0;nosubj;0;3,27;0;el
611;non-literal;5;'see intrigeeriv mõtteke olema raamat koostaja pea tõepoolest korraks läbi lendama';läbi;lendama;3,71;noobj;0;0;nom;1,43;5,99;no;el
687;non-literal;4,33;'kui sina naine helistama mina ja teatama sina surm tõmbame me sina nimekiri maha';maha;tõmbama;3,59;part;yes;3,02;nom;1,91;6,1;yes;el
698;literal;2;'minema auto maha ja kohe tulema punane ülikond mees';maha;minema;5,3;noobj;0;0;nom;1,91;8,54;yes;el
700;non-literal;4;'olema varem haige olema kuid sotsmaks minema iga palk järjekindlalt maha';maha;minema;2,53;noobj;0;0;nom;2,94;3,01;no;el
705;non-literal;4;'tema maksma 1,80-1,90 mis minema maha veel 30-40 sent veotasu';maha;minema;3,6;noobj;0;0;nom;3,68;5,35;no;el
713;literal;2;'bussijuht ajama sõitja buss maha ja käskima astuma hakkama';maha;ajama;5,19;nom;yes;7,31;nom;8,07;8,03;yes;el
780;non-literal;3,33;'olema ainult üks võimalus objekt kultuurimälestis nimekiri maha kustutama';maha;kustutama;3,94;part;no;6,01;nosubj;0;4,57;0;el
800;non-literal;4;'loodetavasti ei kippuma ka tema varsti amet maha võtma';maha;võtma;2,93;part;yes;3,27;nosubj;0;5,91;0;el
803;literal;0,67;'kui palju surnu olema ei tahtma siit mööda käima';mööda;käima;2,56;noobj;0;0;nom;1,91;6,56;yes;el
805;literal;1;'keegi ei käima see niisama mööda';mööda;käima;3,18;noobj;0;0;nom;5,03;0;yes;el
806;literal;1,33;'näide hakkama tee mööda käima imavere ja adavere';mööda;käima;4,23;noobj;0;0;nom;3,38;5,83;no;el
807;literal;1,33;'ärimees pilk all tundma ise nagu mitu aasta kirik mööda käima katoliiklane kes sattuma tänav kokku oma pihiisa';mööda;käima;3,76;noobj;0;0;nosubj;0;5,88;0;el
810;literal;1,33;'juba täna seisma karn lihahunnik mis rahvas kõõrdi vaatama mööda käima';mööda;käima;3,83;noobj;0;0;nom;6,55;6,14;yes;el
811;non-literal;3,67;'see arengutee olema üks see rikkus mis innukas progressi eest võitleja tuimalt mööda käima';mööda;käima;2,59;noobj;0;0;nom;5,85;2,68;yes;el
875;literal;0,33;'savisaar ei laskma algus värav sisse';sisse;laskma;3,85;part;yes;5,99;nosubj;0;5,1;0;el
891;non-literal;3;'vaesus vaatama uks ja aken sisse keegi pidama see eest vastutama';sisse;vaatama;3,45;noobj;0;0;nom;1,92;6,51;no;el
896;literal;0;'vaatama kabeliuks sisse ja kaduma';sisse;vaatama;2,63;noobj;0;0;nom;3,27;0;yes;el
998;non-literal;4;'29aastane kaunitar ei põrkama ookean sukelduma tagasi paisuv kõht teine näitamine';tagasi;põrkama;5,16;noobj;0;0;nom;7,06;7,84;yes;el
999;non-literal;3,67;'erakonnakaaslane nägema vaatepilt mis tema kohkunult tagasi põrkama';tagasi;põrkama;2,84;noobj;0;0;nom;3,27;3,69;yes;el
1000;non-literal;4;'üsna mitu üritaja olema pidama reaalsus siiski valus tagasi põrkama tema ise identiteet johtuv klišee tõttu';tagasi;põrkama;2,08;noobj;0;0;nom;4,82;2,22;yes;el
1001;non-literal;4;'eesti pankur põrkama koit filiaal nagu pidalitõbine tagasi sest sealne laen olema kehv';tagasi;põrkama;3,68;noobj;0;0;nom;7,26;5,33;yes;el
1003;non-literal;4;'seetõttu põrkama palju toimetaja tagasi negatiivne sisu moeuudis levitamine';tagasi;põrkama;3,26;noobj;0;0;nom;6,65;5,1;yes;el
1008;non-literal;4;'jänki ei põrkama tagasi isegi kõige kohutavam terror';tagasi;põrkama;2,48;noobj;0;0;nom;5,02;3,76;yes;el
1095;literal;1,33;'mets kajama laul vastu';vastu;kajama;5,66;noobj;0;0;nom;8,42;8,07;no;el
1125;literal;1;'avama uks ja see taga olema midagi taevas särama vastu täht alla vaatama nägema vaid maja rusu';vastu;särama;3,89;noobj;0;0;nom;7,06;6,53;no;el
1126;literal;2;'märkama ripse vahelt et ka ilus noor tiibeti laama silm särama vastu müstiliselt langetatud laug tagant';vastu;särama;4,28;noobj;0;0;nom;5,24;7,49;no;el
1154;literal;0;'sama päev kui võtma postkast välja eks kaubamaja üllitis sattuma mina kätte üro raport kultuur ja areng';välja;võtma;3,76;gen;no;7,12;nom;1,91;5,8;yes;el
1167;non-literal;4,33;'karpin ei minema ise välja';välja;minema;3,44;noobj;0;0;nom;6,7;6,7;yes;el
1176;non-literal;3;'laenamine jääma tõenäoliselt üldse kohtusfäär välja';välja;jääma;1,92;noobj;0;0;nom;3,21;3,21;no;el
1178;literal;2;'kuid kivi jääma mina endiselt tasku nüüd tema jaoks kes küllalt kaugel et mina silmaring välja jääma';välja;jääma;2,35;noobj;0;0;nosubj;0;6,08;0;el
1181;non-literal;3;'toiduretsept autor ja restoranipidaja jääma tema huviorbiit välja';välja;jääma;4,01;noobj;0;0;nom;6,85;5,68;yes;el
1183;non-literal;3;'rasestumisvastane punkt jääma tööleping välja ja rohkem see jutt ei tegema';välja;jääma;2,96;noobj;0;0;nom;5,65;3,99;no;el
1184;non-literal;3;'see mis eesti ettevõte tegelikult ja iga päev toimuma jääma ajakirjanik vaateväli kahjuks välja';välja;jääma;2,82;noobj;0;0;nom;2,13;4,79;no;el
1186;literal;0,67;'suitsutusruum välja jääma vasak käsi suur hästilõhnav kast';välja;jääma;4,87;noobj;0;0;nom;6,24;6,73;no;el
1187;non-literal;3;'firma jääma välja sõjatööstusprogramm';välja;jääma;3,47;noobj;0;0;nom;5,84;5,84;no;el
1201;non-literal;4,33;'mees rabama elu eest töö tegema lunima linnaametnik koostama äriplaan ajama pank laen välja haldama maja';välja;ajama;4,18;part;no;5,02;nom;7,31;5,44;yes;el
1202;literal;0;'põleng tõttu ajama püha aegu kodu välja viis tuletõrjeauto jagu mees';välja;ajama;4,58;nom;yes;7,31;nosubj;0;5,58;0;el
1203;literal;0;'laut ajama välja umbes 130 lehm lüpsilehm olema see 70-80';välja;ajama;4,6;nom;yes;7,92;nosubj;0;7,64;0;el
1208;literal;2;'tõsi olema et hipi püüdma pääsema välja tavaline eksistents raam';välja;pääsema;2,61;noobj;0;0;nom;4,93;3,81;yes;el
1209;literal;0;'paarike õnnestuma autorusu välja pääsema';välja;pääsema;4,33;noobj;0;0;nom;7,02;7,11;yes;el
1210;literal;2;'täna üritama leidma käik et pääsema välja see probleemne olukorrd mis olema venemaa suhe balti riik';välja;pääsema;2,52;noobj;0;0;nosubj;0;3,58;0;el
1211;literal;2;'inimene ei pääsema kuidagimoodi välja oma keel ega see keel looma tekst täitma ruum';välja;pääsema;3,31;noobj;0;0;nom;6,18;5,18;yes;el
1212;literal;0;'laevaarst jääma arvatavasti oma tööpost vastuvõtutuba kust laev kreen kalduma olema võimalik välja pääsema';välja;pääsema;3,61;noobj;0;0;nosubj;0;6,97;0;el
1213;literal;2;'naine liikuma ainult kark ja pääsema oma korter välja haruharva';välja;pääsema;4,11;noobj;0;0;nom;7,5;7,98;yes;el
1214;literal;1;'džinn kippuma pudel välja pääsema';välja;pääsema;4,6;noobj;0;0;nom;7,07;7,83;yes;el
1215;literal;0,67;'nii ei pidama martti võimalik vastama oma vana nõukogu vangla välja pääsema kolleeg kiri';välja;pääsema;3,37;noobj;0;0;nosubj;0;6,01;0;el
1216;literal;0;'kolmas päev üritama lõpuks mets välja pääsema';välja;pääsema;3,98;noobj;0;0;nosubj;0;7,14;0;el
1217;literal;0;'isa toetama jäägitu heldimus poeg püüe pääsema välja perspektiivitu tööliskeskkond';välja;pääsema;3,2;noobj;0;0;nosubj;0;4,48;0;el
1218;literal;1;'automaatkäigukast olema vähevilunud üpris raske hang välja pääsema';välja;pääsema;3,63;noobj;0;0;nosubj;0;7,81;yes;el
1249;non-literal;4;'jakobson tähelend lõppema 1953 aasta mil tema partei välja heitma';välja;heitma;3,7;nom;yes;3,27;nosubj;0;4,39;0;el
1250;non-literal;4;'maksumaksja liit heitma maksu ja tolliamet enriko aava solvamine pärast oma nõukoda välja';välja;heitma;3,99;gen;yes;5,34;nom;2,88;4,82;yes;el
1251;non-literal;4,33;'välja võima ülikool heitma ka looderdamine eest';välja;heitma;3,1;noobj;0;0;nosubj;0;3,67;0;el
1252;non-literal;4;'1993 1994 viima kert läbi suurpuhastus ning heitma kaitseliit välja kolm tuhat mees';välja;heitma;4,17;part;yes;7,31;nom;6,31;5,73;yes;el
1253;non-literal;4;'laiskur tiit pruuli ja mart laar heitma mitteosalemine pärast kaitseliit välja';välja;heitma;4,52;nom;yes;6,25;nosubj;0;5,44;0;el
1254;non-literal;4;'oma tutvusringkond heitma aga selline mina aeg kangelane trendikujundaja armutult välja';välja;heitma;2,95;nom;yes;6,04;nom;1,91;4,21;yes;el
